collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
3,4,10:07,3,70,2,0,-1,1,1,1,0,1,1,9,0,13.0,3,0,87.0
3,6,23:08,7,70,2,0,-1,4,2,2,0,2,1,9,0,15.0,3,0,54.0
2,4,17:31,6,60,2,0,-1,6,1,1,0,2,1,1,0,7.0,2,0,59.0
2,3,16:11,6,30,2,0,-1,1,1,1,0,2,1,2,0,5.5,2,0,16.0
3,2,16:20,6,30,1,0,-1,1,1,1,0,1,1,5,0,12.0,3,0,25.0
3,6,09:30,6,60,2,13,4,1,8,1,0,2,1,9,0,3.5,3,0,45.0
3,4,17:22,6,30,1,0,-1,1,1,1,0,2,1,9,0,6.5,3,0,30.0
3,4,18:35,3,70,1,0,-1,1,1,1,0,1,1,9,5,2.0,3,0,23.0
2,7,14:44,6,30,2,13,4,1,1,1,0,1,1,3,0,4.0,2,0,18.0
2,7,15:58,6,20,2,19,4,1,1,1,0,1,2,9,0,9.0,2,1,63.5
2,2,16:55,6,50,2,0,-1,1,1,1,0,2,2,9,0,13.5,2,0,45.5
3,2,17:40,6,30,1,19,4,1,1,1,0,2,1,3,0,9.5,3,0,19.0
3,4,16:13,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,11.0
2,2,17:08,6,20,1,13,4,1,1,1,0,2,1,1,0,6.0,2,0,50.0
2,4,06:32,7,60,2,0,-1,4,1,1,0,2,1,9,0,9.5,2,0,64.0
2,7,16:50,6,20,2,0,-1,6,1,1,0,1,1,9,0,14.0,2,1,62.0
3,6,06:10,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,43.0
3,6,23:47,6,60,2,0,-1,6,8,2,0,1,1,9,5,11.0,3,0,22.0
3,7,14:24,6,30,1,0,-1,1,2,2,0,1,1,9,0,1.0,3,1,84.0
3,5,16:10,6,30,2,0,-1,1,1,1,0,1,1,9,0,2.0,3,1,9.0
3,2,15:00,6,30,1,0,-1,1,1,1,0,1,1,10,0,7.0,3,1,67.0
2,4,15:07,6,60,2,0,-1,1,1,1,0,2,1,5,5,16.0,2,0,59.0
3,6,12:00,6,30,2,0,-1,1,1,1,0,1,1,9,0,13.0,3,1,10.0
3,3,09:45,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,20.0
3,7,19:00,6,30,1,16,2,1,1,1,0,2,1,3,0,9.0,3,0,42.0
2,3,22:38,6,40,2,13,4,1,1,1,0,2,1,3,0,6.0,2,0,18.0
3,3,14:30,3,30,1,13,4,1,1,1,0,1,1,19,0,7.0,3,1,41.0
2,4,17:46,6,30,2,13,4,1,1,1,0,2,2,9,0,11.0,2,0,34.0
3,4,12:54,6,60,2,0,-1,1,1,1,0,2,1,9,1,7.0,3,0,18.0
2,7,12:06,3,40,1,16,2,1,1,1,0,2,1,1,0,7.5,2,0,21.0
3,6,18:15,3,30,1,0,4,4,1,1,0,2,2,9,0,7.0,3,0,32.5
3,1,08:20,3,70,2,0,-1,1,1,1,0,2,1,5,1,9.0,3,0,36.0
3,2,17:42,6,30,1,0,-1,1,1,1,0,2,1,9,0,3.0,3,0,51.0
3,1,11:25,6,30,1,0,-1,1,1,1,0,1,1,19,0,3.0,3,1,27.0
3,3,21:17,6,30,1,0,-1,1,1,1,0,4,1,9,2,16.75,3,0,18.0
3,7,13:34,6,30,1,13,2,1,1,1,0,2,1,9,0,11.0,3,0,50.0
3,3,18:30,6,30,2,0,-1,1,1,1,0,2,1,1,0,4.5,3,0,27.0
3,2,07:01,6,60,2,0,-1,1,1,1,0,2,2,9,0,8.5,3,0,28.0
2,1,12:48,6,20,1,13,4,1,1,1,0,2,1,1,0,7.0,2,0,32.0
3,4,18:00,6,30,1,0,-1,4,1,1,0,1,1,9,0,2.0,3,1,38.0
2,1,17:20,6,30,1,0,-1,1,1,1,0,1,1,9,1,19.0,2,1,10.0
3,5,07:35,1,30,1,0,4,1,2,2,0,2,1,1,0,5.0,3,0,32.0
3,2,16:20,6,30,2,13,4,1,1,1,0,2,2,9,0,8.0,3,0,78.0
2,2,11:46,6,30,1,0,-1,1,1,1,0,1,1,3,2,15.0,2,0,71.0
3,1,08:25,6,30,1,13,4,1,2,2,0,2,1,1,0,2.5,3,0,16.0
2,6,18:13,6,40,1,16,2,1,1,1,13,2,1,9,0,8.0,2,0,41.0
3,2,23:30,6,40,2,0,4,6,1,1,0,1,1,9,0,17.0,3,0,78.0
2,1,13:30,6,30,1,0,-1,1,1,1,0,3,2,1,5,7.0,2,0,28.0
3,5,15:15,1,40,1,0,4,1,1,1,0,2,2,9,5,10.5,3,0,53.0
3,6,10:52,6,30,2,0,-1,1,1,1,0,3,1,9,0,3.0,3,0,31.0
2,4,18:20,6,40,2,0,-1,1,1,1,0,1,2,9,0,2.0,2,1,18.0
3,5,21:15,3,70,2,0,-1,4,1,1,0,1,1,9,0,11.0,3,0,32.0
3,6,16:20,6,30,1,0,-1,1,1,1,0,1,1,19,0,7.0,3,1,26.0
3,7,20:20,3,70,2,0,-1,6,1,1,0,1,2,9,0,9.0,3,0,30.0
3,5,15:00,6,30,2,16,4,1,1,4,0,2,1,9,1,12.0,3,0,60.0
2,1,17:55,6,50,2,16,4,1,1,1,0,2,4,9,5,9.5,2,0,59.5
3,1,06:21,3,70,2,0,-1,1,1,1,0,1,1,9,2,5.0,3,0,18.0
2,2,22:30,6,50,2,0,-1,6,4,2,0,2,2,9,0,1.5,2,0,47.0
3,2,10:54,6,30,1,0,-1,1,1,2,0,2,1,9,0,-0.5,3,0,40.0
3,3,13:22,6,30,2,13,4,1,1,2,0,2,1,5,0,15.5,3,0,65.0
2,6,13:47,6,30,1,0,-1,1,1,1,0,2,1,1,0,3.0,2,0,16.0
3,2,12:07,6,30,1,16,4,1,1,1,0,2,1,9,0,19.5,3,0,26.0
3,2,16:15,6,30,1,13,4,1,1,1,0,2,1,9,0,8.5,3,0,56.0
3,3,16:25,6,30,2,0,-1,1,1,1,0,2,1,9,0,8.5,3,0,57.0
3,4,13:00,6,30,1,19,4,1,1,2,0,1,1,9,0,1.0,3,0,59.0
2,4,16:10,6,30,1,13,4,1,1,1,0,2,1,1,0,1.0,2,0,8.0
2,5,22:55,6,60,2,0,-1,6,1,1,0,1,1,9,1,15.0,2,0,24.0
3,7,15:15,3,70,2,0,-1,1,1,1,0,2,2,9,0,15.5,3,0,20.5
3,7,18:20,6,40,2,0,-1,6,2,2,0,1,1,9,0,10.0,3,0,58.0
3,7,00:50,1,60,2,0,4,4,1,2,0,1,1,9,0,20.0,3,0,29.0
3,6,06:45,6,60,2,13,4,6,7,2,0,2,1,9,0,1.0,3,0,56.0
3,2,16:15,3,30,1,16,2,1,1,2,0,1,1,9,1,12.0,3,1,13.0
3,4,12:00,6,30,2,13,4,1,1,1,0,2,1,9,0,4.5,3,0,35.0
2,3,10:30,6,30,1,0,-1,1,1,1,0,2,1,9,0,16.5,2,0,79.0
2,6,21:30,6,30,1,19,4,4,1,1,0,2,1,5,1,6.0,2,0,75.0
3,2,03:00,6,60,2,0,-1,6,1,1,0,1,1,9,0,12.0,3,0,26.0
3,6,13:33,6,30,1,16,4,1,1,1,0,1,1,9,0,5.0,3,1,84.0
3,7,22:20,6,20,1,13,4,4,1,1,0,2,1,1,2,2.0,3,0,37.0
2,1,15:50,6,60,2,0,-1,1,1,1,0,1,1,5,0,3.0,2,0,40.0
2,4,06:45,6,20,1,19,4,4,8,2,0,3,1,9,0,5.0,2,0,76.0
3,3,09:08,6,20,1,0,-1,1,1,2,0,2,2,9,0,13.0,3,0,44.5
3,7,15:40,6,30,1,0,-1,1,1,2,0,2,1,9,0,10.5,3,0,22.0
3,5,07:38,3,70,2,0,-1,1,1,1,0,3,1,9,5,6.0,3,0,40.0
3,6,18:00,3,70,2,0,-1,1,1,2,0,3,1,9,0,6.666666666666667,3,0,38.0
2,6,17:10,6,60,2,0,-1,1,3,2,0,2,3,9,0,4.0,2,0,19.0
2,6,12:35,6,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,2,1,12.0
3,2,06:55,3,70,1,0,-1,6,1,1,17,3,1,9,0,7.666666666666667,3,0,68.0
3,7,05:00,6,40,2,0,-1,6,2,2,0,1,1,9,0,6.0,3,0,31.0
3,6,15:33,6,30,1,13,4,1,1,1,0,1,1,9,0,9.0,3,1,18.0
1,5,13:30,6,60,2,19,4,1,1,1,0,1,1,9,0,6.0,1,0,46.0
2,7,13:30,6,60,2,0,-1,1,1,1,0,2,1,5,0,4.0,2,0,54.0
3,1,17:00,3,30,1,16,2,1,1,1,0,3,1,9,0,3.0,3,0,57.0
3,1,21:35,6,30,1,13,2,4,1,1,0,1,1,9,0,8.0,3,1,52.0
3,2,14:30,6,30,2,13,4,1,1,1,0,2,1,1,0,5.5,3,0,48.0
3,6,17:50,6,20,1,0,-1,1,1,1,0,1,1,9,0,1.0,3,1,78.0
3,7,22:31,6,60,2,17,2,6,2,2,0,2,1,9,0,13.5,3,0,28.0
3,6,13:39,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,14.0
2,1,15:22,6,30,2,0,-1,1,1,1,0,1,2,9,0,4.0,2,1,59.0
2,6,09:15,6,30,1,16,4,1,2,2,0,1,1,9,0,14.0,2,1,65.0
3,1,14:55,6,50,2,18,4,1,1,1,0,2,1,9,0,9.0,3,0,52.0
3,6,21:49,6,60,2,0,-1,6,1,1,0,1,1,9,0,13.0,3,0,47.0
2,2,14:40,6,60,2,0,-1,1,1,2,0,1,1,5,0,7.0,2,0,60.0
3,5,14:00,6,40,2,19,4,1,8,1,0,3,1,9,0,8.666666666666666,3,0,43.0
3,3,14:20,1,30,1,0,4,1,1,1,0,2,2,9,0,8.0,3,0,15.0
2,4,18:15,6,30,2,13,4,4,1,2,0,3,2,9,1,8.666666666666666,2,0,28.0
3,6,19:33,6,20,1,16,4,1,1,1,0,4,1,9,0,4.5,3,0,17.0
3,1,14:52,3,70,2,0,-1,1,1,1,0,1,1,9,1,10.0,3,0,19.0
3,4,18:50,6,30,1,13,4,4,1,1,0,2,1,9,0,12.5,3,0,54.0
3,6,18:34,6,20,1,13,4,1,1,1,0,2,1,9,1,3.5,3,0,10.0
3,6,18:37,6,30,1,0,4,4,8,2,0,2,1,9,0,8.5,3,0,47.0
3,3,17:23,6,30,1,19,4,1,1,1,0,2,1,9,0,11.5,3,0,36.0
3,3,07:05,3,70,2,0,-1,1,5,2,0,2,1,9,0,1.0,3,0,40.0
3,4,14:50,6,60,2,18,4,1,8,2,0,2,1,17,0,10.0,3,0,54.0
3,1,03:40,3,70,2,0,-1,6,2,2,0,1,1,9,2,9.0,3,0,33.0
1,7,22:04,6,20,1,13,2,4,2,2,0,1,1,9,0,5.0,1,1,82.0
3,4,14:50,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,12.0
3,1,14:00,6,30,1,16,2,1,1,1,0,2,1,8,0,4.0,3,0,32.0
2,5,09:55,6,30,1,13,4,1,1,1,0,1,1,9,0,9.0,2,1,5.0
3,5,20:45,6,60,2,18,4,6,1,2,0,1,2,9,5,12.0,3,0,25.5
2,5,16:57,3,40,2,0,-1,1,1,1,0,2,1,5,0,9.5,2,0,32.0
3,6,18:41,6,60,2,0,-1,1,1,1,0,1,1,4,1,0.0,3,0,67.0
2,7,11:35,1,20,1,0,4,1,1,1,0,2,1,1,0,5.5,2,0,60.0
3,7,01:21,6,60,1,0,-1,4,2,2,0,2,1,9,0,4.5,3,0,44.0
3,2,20:20,6,30,1,0,-1,7,1,1,0,2,1,9,0,9.5,3,0,42.0
2,1,00:08,3,30,1,16,2,4,1,1,0,2,3,9,0,11.5,2,0,25.666666666666668
3,3,09:35,6,30,1,0,-1,1,1,1,0,2,1,9,0,0.0,3,0,40.0
3,4,18:20,6,30,1,0,4,4,1,1,0,1,1,9,0,7.0,3,1,64.0
3,3,12:22,6,30,1,0,-1,1,1,1,0,2,1,3,0,8.0,3,0,18.0
3,4,14:07,6,30,1,19,4,1,1,1,0,1,1,9,0,11.0,3,1,34.0
3,6,18:15,6,60,2,0,-1,4,1,1,0,2,1,9,0,8.5,3,0,22.0
3,6,18:51,6,60,2,0,-1,1,1,2,0,2,2,9,0,3.0,3,0,40.0
3,1,15:18,6,30,1,16,2,1,1,1,0,2,4,9,0,1.5,3,0,25.25
3,6,10:03,6,60,2,0,-1,1,1,1,0,1,1,9,0,11.0,3,0,21.0
1,2,19:00,6,40,2,0,-1,6,4,2,0,2,4,9,0,2.0,1,0,52.25
3,2,11:40,6,30,1,13,4,1,1,1,0,1,1,19,0,7.0,3,1,61.0
3,5,20:10,6,30,1,13,4,4,1,1,0,2,1,1,0,7.0,3,0,39.0
3,5,08:50,1,30,1,0,4,1,1,1,0,2,1,2,0,4.5,3,0,16.0
3,5,18:30,6,30,1,0,-1,1,1,1,0,2,1,9,0,10.0,3,0,41.0
3,3,10:18,3,70,2,0,-1,1,1,1,0,3,1,9,0,2.6666666666666665,3,0,36.0
3,5,12:52,6,30,1,0,-1,1,1,1,0,2,1,1,0,4.0,3,0,35.0
3,6,10:10,6,30,1,13,4,1,1,1,21,2,1,1,0,3.5,3,0,85.0
3,6,11:51,6,30,1,16,4,1,1,1,0,1,1,19,0,12.0,3,1,62.0
2,1,18:59,6,30,1,0,-1,1,2,2,0,1,1,3,0,1.0,2,0,34.0
3,1,14:16,2,30,1,16,4,1,1,1,0,2,1,1,0,2.5,3,0,15.0
3,3,10:20,6,30,1,13,4,1,1,1,0,1,1,9,0,6.0,3,1,30.0
2,3,19:38,3,40,1,13,4,4,1,1,0,1,1,97,1,7.0,2,0,20.0
2,6,11:11,3,30,1,16,2,1,1,1,0,2,1,3,0,2.0,2,0,17.0
3,6,16:20,6,40,1,0,-1,1,1,1,15,2,1,9,1,5.0,3,0,85.0
3,3,07:20,9,30,1,19,4,1,4,1,0,1,1,1,0,7.0,3,1,51.0
3,4,07:00,3,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,30.0
3,5,10:16,6,20,1,16,2,1,1,1,0,2,1,9,0,6.0,3,0,36.0
3,5,01:32,6,60,2,13,4,6,2,2,0,1,1,9,0,17.0,3,0,49.0
3,3,22:40,6,60,2,0,-1,6,1,2,0,2,1,9,0,17.0,3,0,19.0
3,7,18:17,1,40,2,0,4,1,1,1,0,2,1,3,0,13.5,3,0,19.0
2,2,08:39,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,2,1,72.0
3,2,18:23,6,30,1,0,4,4,1,1,0,2,1,1,0,6.5,3,0,28.0
3,3,08:50,6,30,1,13,4,1,1,1,0,2,1,2,0,3.5,3,0,34.0
3,1,09:30,6,30,1,13,2,1,1,1,16,1,1,9,0,10.0,3,1,21.0
3,6,13:30,6,30,1,0,4,1,1,1,0,2,1,1,0,0.5,3,0,56.0
3,1,12:12,3,70,2,0,-1,1,2,2,0,2,1,9,0,12.5,3,0,5.0
3,3,17:28,6,30,1,13,4,1,1,1,0,3,2,9,0,-0.3333333333333333,3,1,30.5
2,2,05:43,6,30,1,0,-1,4,1,1,0,1,2,3,0,2.0,2,0,22.0
3,5,16:12,3,30,1,0,-1,1,1,1,0,2,1,9,0,4.5,3,0,34.0
3,7,15:50,6,40,1,0,-1,1,1,1,0,2,1,9,0,2.5,3,0,35.0
3,7,16:40,1,30,1,0,4,1,1,1,0,2,2,9,0,6.0,3,0,9.5
3,7,16:26,6,30,1,0,4,1,1,1,0,2,2,9,0,9.0,3,0,39.5
3,2,12:00,6,30,1,16,4,1,1,1,0,2,1,9,0,9.5,3,0,64.0
3,6,19:43,3,70,2,0,-1,4,2,2,0,1,3,9,2,7.0,3,0,20.666666666666668
3,7,13:10,6,40,1,13,4,1,1,1,0,2,2,9,0,13.0,3,0,27.5
3,6,12:15,3,70,2,0,4,1,1,1,18,2,1,21,1,0.0,3,0,51.0
3,6,08:13,6,30,1,13,4,1,1,2,0,2,1,1,0,4.0,3,0,35.0
3,2,22:22,6,60,2,13,4,6,1,1,0,1,1,5,0,3.0,3,0,29.0
3,3,13:20,6,20,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,49.0
3,5,14:20,6,30,1,16,4,1,1,1,0,2,1,1,0,0.5,3,0,26.0
3,3,08:30,6,30,1,13,4,1,1,1,0,2,1,9,0,8.5,3,0,41.0
3,5,17:24,6,40,1,13,4,1,1,1,0,3,1,9,0,8.0,3,0,33.0
3,6,09:50,1,30,1,0,4,1,1,1,0,2,1,1,0,7.0,3,0,46.0
3,2,09:45,3,30,1,0,4,1,2,2,0,2,1,1,0,7.0,3,0,35.0
3,7,15:10,6,20,1,13,4,1,1,1,0,1,1,1,0,7.0,3,1,50.0
3,5,08:40,6,30,1,13,4,1,1,1,0,2,1,1,0,4.5,3,0,56.0
2,4,09:34,6,30,1,16,2,1,1,1,0,2,1,1,0,2.0,2,0,60.0
3,4,19:58,6,30,1,0,4,4,1,1,0,2,1,2,0,5.5,3,0,51.0
3,6,14:08,3,40,1,16,2,1,1,1,0,2,1,9,0,11.0,3,0,59.0
3,2,13:40,6,40,1,13,2,1,1,1,0,1,1,9,0,1.0,3,1,7.0
3,6,15:24,6,30,1,0,-1,1,1,1,0,3,2,9,0,4.666666666666667,3,0,26.0
3,4,07:20,6,60,2,16,4,1,1,1,0,2,1,3,0,1.5,3,0,22.0
3,6,12:59,6,30,1,13,4,1,1,1,0,3,1,9,0,6.666666666666667,3,0,26.0
3,6,06:03,6,60,2,0,-1,6,1,4,0,1,1,9,1,10.0,3,0,41.0
2,4,12:15,6,60,2,13,4,1,1,1,0,2,1,9,0,7.0,2,0,45.0
3,5,13:20,6,40,1,13,4,1,4,2,0,2,1,9,0,9.0,3,0,32.0
2,1,16:50,6,60,2,0,-1,1,4,2,0,1,1,5,0,3.0,2,0,65.0
3,6,19:23,6,60,2,13,4,6,2,2,0,1,1,9,0,5.0,3,0,22.0
3,7,15:38,6,30,1,13,4,1,1,1,0,2,1,3,0,5.5,3,0,19.0
2,3,07:50,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,2,0,32.0
2,3,19:23,6,60,2,0,-1,6,1,2,0,1,1,4,0,0.0,2,0,46.0
2,3,14:35,6,30,1,13,4,1,1,2,0,2,1,9,0,6.5,2,0,60.0
3,4,18:00,6,30,2,18,4,4,1,1,0,2,1,1,0,7.0,3,0,50.0
3,2,08:15,6,50,2,0,-1,1,2,2,0,2,1,9,2,5.0,3,0,26.0
3,1,10:30,6,60,2,16,4,1,5,4,0,2,1,9,1,1.5,3,0,60.0
2,3,21:00,6,60,2,0,-1,6,1,2,0,1,3,9,0,11.0,2,0,19.0
3,6,11:38,6,30,1,0,-1,1,1,1,17,1,1,9,0,17.0,3,1,48.0
3,1,09:12,6,60,2,16,4,1,1,2,0,2,1,9,0,5.5,3,0,48.0
3,2,17:30,6,20,1,16,4,1,9,1,0,1,1,4,1,8.0,3,0,25.0
1,6,19:05,6,60,2,0,-1,6,2,1,0,3,1,9,5,9.333333333333334,1,0,18.0
3,1,10:20,6,30,2,0,-1,1,1,1,0,2,1,1,0,6.0,3,0,32.0
3,3,17:15,6,30,1,0,-1,4,1,2,0,1,2,2,0,1.0,3,1,26.5
3,3,14:10,6,30,1,0,-1,1,1,2,0,2,1,1,1,7.0,3,0,16.0
3,2,13:00,6,30,2,13,4,1,1,2,0,1,1,9,0,1.0,3,1,69.0
2,5,09:00,6,60,2,13,4,1,1,1,0,2,4,9,0,7.0,2,0,22.75
3,5,19:23,1,60,2,0,4,1,1,1,0,2,1,9,0,2.5,3,0,22.0
3,2,19:12,6,30,2,13,4,1,1,2,0,1,1,9,0,9.0,3,1,13.0
3,6,11:43,6,30,1,13,4,1,1,1,0,1,1,9,5,11.0,3,0,59.0
3,7,23:14,6,60,2,18,4,6,9,1,0,1,1,9,0,12.0,3,0,19.0
3,5,07:35,6,30,1,13,4,1,1,4,0,1,1,9,0,7.0,3,1,14.0
3,3,13:33,6,60,2,0,-1,1,1,1,0,1,1,9,1,19.0,3,0,39.0
3,1,19:50,3,70,2,0,-1,4,2,1,0,2,1,9,1,-0.5,3,0,38.0
3,1,17:50,6,30,1,13,4,4,1,1,0,2,1,3,2,2.5,3,0,26.0
3,5,08:08,6,60,2,0,-1,1,2,2,0,3,2,9,0,7.333333333333333,3,0,49.5
3,4,14:07,9,20,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,46.0
3,5,17:13,6,30,1,16,4,1,1,1,0,1,1,9,0,6.0,3,1,24.0
2,2,09:42,1,30,1,0,4,1,1,1,0,1,1,19,0,3.0,2,1,72.0
2,2,16:58,6,30,1,0,-1,1,1,1,0,1,1,3,0,0.0,2,0,20.0
2,5,23:00,3,30,1,18,4,4,1,2,0,2,1,1,0,7.0,2,0,49.0
2,2,14:41,6,30,1,0,-1,1,1,1,0,2,2,9,0,13.0,2,0,61.5
3,6,18:15,6,60,2,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,52.0
2,6,08:47,6,40,2,0,-1,1,3,3,0,2,3,9,0,8.5,2,0,36.0
3,1,14:03,6,60,2,0,-1,1,1,1,0,2,1,1,0,8.5,3,0,39.0
3,4,06:50,6,40,2,18,4,7,1,2,0,2,2,9,0,9.5,3,0,40.0
2,5,08:00,3,60,2,0,-1,1,1,1,0,1,1,9,5,14.0,2,0,26.0
3,3,19:10,6,30,1,13,4,4,1,1,0,1,1,9,0,6.0,3,1,57.0
3,5,20:07,6,30,1,13,4,1,1,1,0,2,1,1,0,6.0,3,0,32.0
3,4,17:15,6,40,2,13,4,4,2,2,0,2,1,9,0,0.5,3,0,10.0
3,3,11:30,3,30,2,0,4,1,1,1,0,2,1,9,0,1.5,3,0,43.0
3,7,04:10,3,70,2,0,-1,6,1,2,0,2,2,9,5,3.5,3,0,35.0
3,3,21:43,6,60,2,0,-1,6,1,1,0,1,2,9,5,13.0,3,0,19.5
3,7,00:01,6,20,2,0,-1,1,1,1,21,1,1,5,1,12.0,3,0,48.0
1,1,17:32,6,30,2,13,4,1,1,1,0,1,1,5,0,21.0,1,0,46.0
3,2,08:24,6,60,2,16,4,1,1,2,0,2,1,9,1,7.5,3,0,23.0
3,5,11:55,6,30,1,13,4,1,1,1,0,3,1,9,0,7.333333333333333,3,0,58.0
3,1,10:00,6,60,2,0,-1,1,5,2,0,1,2,9,2,13.0,3,0,19.5
3,2,07:47,6,40,2,16,4,1,1,1,0,2,1,9,0,4.5,3,0,51.0
3,4,10:25,1,40,2,0,4,1,1,1,0,2,1,1,0,6.0,3,0,40.0
3,2,17:10,9,30,1,16,2,1,1,1,0,2,2,9,0,7.0,3,0,26.5
3,4,05:02,6,30,2,0,-1,7,1,2,0,4,1,9,1,8.75,3,0,35.0
3,7,23:45,6,30,1,0,-1,4,1,1,0,2,1,9,0,11.0,3,0,19.0
3,5,19:20,3,30,1,19,2,4,8,2,0,1,1,9,0,7.0,3,1,10.0
3,7,14:58,6,30,1,16,4,1,1,1,0,2,1,9,0,7.5,3,0,26.0
3,4,15:20,6,30,1,0,-1,1,1,2,0,2,1,9,0,5.0,3,0,89.0
3,2,09:00,7,70,1,0,-1,1,1,1,0,6,4,9,1,10.5,3,0,48.5
3,5,11:15,6,30,1,0,-1,1,1,1,0,3,1,9,0,9.333333333333334,3,0,57.0
3,5,08:55,6,30,2,0,-1,1,1,1,0,2,1,9,0,2.0,3,0,34.0
3,4,23:00,3,30,1,19,-1,4,8,1,0,2,1,1,0,3.0,3,0,49.0
3,1,17:50,6,30,1,0,-1,1,9,1,0,1,1,9,0,7.0,3,1,11.0
2,6,16:30,6,30,1,0,-1,4,1,1,0,2,1,3,0,5.5,2,0,17.0
3,7,12:00,1,30,1,0,4,1,1,1,0,1,2,11,0,7.0,3,0,34.5
3,7,13:30,6,30,1,13,2,1,1,1,0,1,1,9,0,1.0,3,1,12.0
3,7,22:30,6,30,1,0,4,4,1,1,0,1,2,9,5,4.0,3,0,19.5
2,3,12:25,6,20,1,0,-1,1,1,1,0,1,1,9,0,8.0,2,0,83.0
3,3,18:15,3,30,1,13,4,1,1,1,0,2,1,1,0,4.5,3,0,20.0
3,4,17:49,6,30,1,13,4,1,1,1,0,2,1,3,0,5.0,3,0,18.0
3,1,19:40,6,20,1,16,4,4,5,2,0,2,1,1,0,7.5,3,0,52.0
3,4,15:20,3,30,1,0,-1,1,1,2,0,2,1,9,0,5.0,3,0,43.0
3,2,14:15,6,30,1,0,-1,1,1,1,0,1,1,9,0,13.0,3,1,13.0
3,6,19:25,6,30,1,16,2,1,1,1,0,2,2,9,0,7.0,3,0,47.5
3,2,16:16,3,40,1,16,2,1,1,1,0,2,1,9,2,6.0,3,0,29.0
3,6,18:00,6,30,1,0,-1,4,2,2,0,1,1,9,0,5.0,3,1,54.0
3,6,17:15,6,30,1,16,4,1,1,1,0,2,1,5,1,15.5,3,0,46.0
2,2,17:30,6,30,1,13,4,1,1,1,0,1,1,9,0,4.0,2,1,78.0
3,5,20:49,6,60,2,0,-1,6,7,1,0,1,3,9,1,12.0,3,0,17.0
2,7,21:52,6,60,2,0,-1,6,1,1,0,1,1,9,0,9.0,2,0,19.0
3,5,19:51,1,40,2,0,4,1,1,1,0,3,1,9,0,3.6666666666666665,3,0,25.0
2,1,20:40,6,30,1,13,4,1,1,1,0,2,5,9,0,7.5,2,0,26.8
3,7,22:55,6,30,1,13,4,4,1,1,0,2,1,9,0,11.0,3,0,19.0
2,3,05:25,6,30,1,0,4,4,2,2,0,2,1,1,0,5.0,2,0,56.0
3,3,17:16,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,10.0
2,2,13:36,6,30,1,13,4,1,1,1,0,3,1,9,5,2.6666666666666665,2,0,30.0
2,3,13:17,3,30,1,19,2,1,1,1,0,1,1,18,0,7.0,2,1,22.0
2,7,21:30,6,30,1,13,4,7,1,1,0,1,1,9,0,7.0,2,1,6.0
3,6,12:30,6,30,1,0,-1,1,9,1,0,2,1,3,5,4.5,3,0,19.0
3,3,08:40,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,14.0
2,2,18:00,6,30,1,16,4,1,1,1,0,1,1,9,0,5.0,2,1,9.0
3,4,16:30,6,60,2,0,-1,1,1,1,0,3,1,9,0,3.333333333333333,3,0,35.0
3,1,18:30,6,30,1,16,2,1,1,1,0,2,1,9,0,0.5,3,0,19.0
3,1,23:45,1,30,1,0,-1,4,2,2,0,2,1,9,0,7.0,3,0,27.0
3,7,22:10,6,30,1,0,-1,4,1,1,0,1,1,9,0,7.0,3,0,39.0
3,5,07:50,6,30,1,13,4,1,2,2,19,2,1,9,0,6.0,3,0,41.0
3,3,18:10,6,30,1,0,-1,7,1,1,0,1,1,9,0,7.0,3,1,58.0
2,5,15:03,6,30,1,13,4,1,1,1,0,2,2,9,0,2.5,2,0,40.0
2,3,19:35,6,30,1,13,4,1,2,2,0,2,1,9,1,16.5,2,0,24.0
3,1,07:00,6,50,2,0,-1,1,1,1,0,1,1,9,1,21.0,3,0,42.0
2,4,05:31,6,30,1,16,2,4,2,2,0,2,1,3,0,6.0,2,0,27.0
3,6,19:46,6,30,1,0,-1,1,1,1,0,2,1,9,1,16.5,3,0,35.0
2,3,17:05,6,30,1,13,4,1,1,1,0,2,2,9,0,0.0,2,0,36.5
3,6,09:11,3,30,1,0,-1,1,1,1,0,2,1,9,0,5.5,3,0,32.0
3,7,17:47,6,40,1,0,-1,1,8,2,0,2,1,9,0,7.5,3,0,6.0
2,5,18:17,6,30,1,0,-1,1,1,1,0,1,1,9,0,14.0,2,0,5.0
